student_id,name,interests,preferences,grades_json
2575,Alexandru Popescu_2575,Arhitectura|AI|Sociologie,Medical|Financiar,"{""Limba Romana"": 9.5, ""Fizica"": 6.9, ""Biologie"": 8.9, ""Informatica"": 7.6, ""Istorie"": 8.4, ""Matematica"": 6.0, ""Economie"": 6.8}"
2576,Andrei Georgescu_2576,Materiale|Statistica|Finante,Social,"{""Fizica"": 10.0, ""Informatica"": 8.8, ""Geografie"": 7.2, ""Limba Romana"": 6.1, ""Desen"": 9.8}"
2577,Andrei Dumitrescu_2577,Genetica|Psihologie|Drept,Social,"{""Matematica"": 6.2, ""Informatica"": 9.2, ""Limba Romana"": 7.3, ""Istorie"": 9.7, ""Geografie"": 9.3, ""Chimie"": 6.4, ""Desen"": 6.4, ""Fizica"": 8.4, ""Biologie"": 9.2, ""Economie"": 9.3}"
2578,Adriana Stanescu_2578,Finante|Mecanica,Financiar|Umanist,"{""Biologie"": 8.7, ""Fizica"": 8.0, ""Chimie"": 6.9, ""Istorie"": 7.4, ""Desen"": 6.6, ""Economie"": 9.4, ""Informatica"": 9.5, ""Matematica"": 8.4, ""Geografie"": 8.9, ""Limba Romana"": 8.9}"
2579,Cristian Petrescu_2579,Istorie|RI,Stiintific|Creativ,"{""Biologie"": 7.9, ""Informatica"": 6.6, ""Economie"": 7.1, ""Limba Romana"": 7.4, ""Istorie"": 9.1, ""Matematica"": 7.3}"
2580,Ana Marin_2580,Geografie|Materiale,Creativ|Stiintific,"{""Istorie"": 7.4, ""Biologie"": 8.2, ""Informatica"": 7.0, ""Desen"": 7.9, ""Limba Romana"": 7.9, ""Economie"": 7.8, ""Fizica"": 6.2, ""Matematica"": 7.8}"
2581,Mihai Marin_2581,Robotica|Mecanica|Finante|Geografie,Umanist,"{""Informatica"": 7.2, ""Economie"": 6.2, ""Fizica"": 8.1, ""Geografie"": 7.8, ""Matematica"": 8.4, ""Istorie"": 6.8, ""Biologie"": 7.6, ""Chimie"": 6.6, ""Limba Romana"": 8.2, ""Desen"": 7.9}"
2582,Alexandru Stanescu_2582,Statistica|Matematica,Stiintific,"{""Limba Romana"": 8.2, ""Geografie"": 10.0, ""Matematica"": 8.6, ""Economie"": 6.6, ""Informatica"": 8.0, ""Biologie"": 6.0}"
2583,Alexandru Stanescu_2583,Robotica|Statistica|Mecanica,Social|Umanist,"{""Biologie"": 8.1, ""Informatica"": 6.4, ""Limba Romana"": 6.0, ""Istorie"": 6.7, ""Economie"": 8.8, ""Matematica"": 9.7, ""Chimie"": 7.5, ""Fizica"": 9.6, ""Desen"": 8.8}"
2584,Roxana Vasilescu_2584,Cibernetica|AI|Medicina|Informatica,Stiintific|Social,"{""Matematica"": 7.0, ""Geografie"": 6.3, ""Biologie"": 8.2, ""Chimie"": 8.0, ""Informatica"": 6.6, ""Istorie"": 9.4}"
2585,Alexandru Olaru_2585,Arhitectura|Design,Financiar,"{""Matematica"": 6.8, ""Economie"": 8.9, ""Fizica"": 9.3, ""Limba Romana"": 6.3, ""Istorie"": 9.6, ""Chimie"": 8.2, ""Biologie"": 8.0, ""Informatica"": 7.3}"
2586,Maria Olaru_2586,Mecanica|Arhitectura|Marketing,Social,"{""Fizica"": 6.1, ""Economie"": 7.7, ""Istorie"": 7.2, ""Chimie"": 7.2, ""Informatica"": 6.6, ""Limba Romana"": 6.5, ""Biologie"": 8.0}"
2587,Ion Ionescu_2587,Sociologie|Drept|Inovatie|Mecanica,Stiintific|Medical,"{""Economie"": 9.6, ""Fizica"": 9.2, ""Informatica"": 7.3, ""Limba Romana"": 8.6, ""Istorie"": 7.7, ""Chimie"": 9.7, ""Matematica"": 8.6, ""Biologie"": 7.0}"
2588,Laura Stanescu_2588,Drept|Matematica|Sociologie,Financiar,"{""Informatica"": 6.0, ""Economie"": 8.5, ""Limba Romana"": 7.6, ""Chimie"": 8.7, ""Desen"": 6.4, ""Istorie"": 6.6}"
2589,Maria Olaru_2589,Antreprenoriat|Chimie,Social|Financiar,"{""Biologie"": 9.9, ""Matematica"": 7.4, ""Chimie"": 8.1, ""Limba Romana"": 9.9, ""Economie"": 8.9, ""Istorie"": 8.3, ""Informatica"": 8.1}"
2590,Stefan Popescu_2590,Genetica|Marketing|AI|Economie,Umanist|Financiar,"{""Fizica"": 9.5, ""Informatica"": 8.5, ""Biologie"": 8.6, ""Chimie"": 8.7, ""Desen"": 6.1, ""Matematica"": 7.3, ""Geografie"": 8.9}"
2591,Laura Stoica_2591,Statistica|Drept|Psihologie|Arheologie,Tehnic|Financiar,"{""Matematica"": 8.1, ""Biologie"": 9.0, ""Fizica"": 7.7, ""Informatica"": 7.9, ""Desen"": 8.5}"
2592,Ion Petrescu_2592,Sociologie|Chimie|Materiale,Creativ|Umanist,"{""Desen"": 6.3, ""Informatica"": 7.0, ""Economie"": 9.2, ""Biologie"": 9.2, ""Istorie"": 7.3, ""Geografie"": 9.3, ""Limba Romana"": 7.4, ""Fizica"": 7.5, ""Matematica"": 6.5}"
2593,Roxana Georgescu_2593,Antreprenoriat|Programare,Tehnic|Stiintific,"{""Desen"": 7.9, ""Biologie"": 9.4, ""Informatica"": 9.8, ""Geografie"": 8.8, ""Economie"": 7.0, ""Chimie"": 8.1}"
2594,Ion Olaru_2594,Cibernetica|Economie,Financiar|Social,"{""Informatica"": 9.5, ""Economie"": 8.8, ""Chimie"": 7.1, ""Desen"": 8.1, ""Geografie"": 6.4, ""Limba Romana"": 8.0, ""Biologie"": 8.0, ""Istorie"": 6.4, ""Fizica"": 7.2, ""Matematica"": 8.3}"
2595,Mihai Popescu_2595,Materiale|Design,Stiintific|Medical,"{""Desen"": 7.7, ""Chimie"": 6.2, ""Geografie"": 6.2, ""Biologie"": 9.3, ""Istorie"": 6.1}"
2596,Mihai Olaru_2596,Design|Geografie|Chimie,Medical,"{""Fizica"": 9.8, ""Istorie"": 6.2, ""Economie"": 6.4, ""Biologie"": 7.7, ""Desen"": 6.6, ""Informatica"": 6.0, ""Geografie"": 7.6, ""Limba Romana"": 9.4}"
2597,Adriana Marin_2597,Robotica|Arhitectura|Management|AI,Social,"{""Fizica"": 6.1, ""Biologie"": 6.6, ""Informatica"": 9.7, ""Istorie"": 6.8, ""Chimie"": 7.4, ""Matematica"": 7.8, ""Economie"": 9.4, ""Limba Romana"": 7.9}"
2598,Mihai Dumitrescu_2598,Matematica|Chimie|Antreprenoriat,Creativ|Umanist,"{""Economie"": 7.3, ""Matematica"": 6.5, ""Desen"": 7.7, ""Istorie"": 6.3, ""Limba Romana"": 8.9, ""Chimie"": 8.4, ""Geografie"": 6.7, ""Fizica"": 9.0, ""Informatica"": 9.5, ""Biologie"": 9.9}"
2599,Ion Marin_2599,Robotica|Design,Medical,"{""Geografie"": 6.5, ""Limba Romana"": 7.9, ""Biologie"": 9.0, ""Informatica"": 7.2, ""Chimie"": 8.1, ""Desen"": 6.3, ""Economie"": 8.7, ""Fizica"": 8.7, ""Istorie"": 6.9}"
2600,Adriana Stanescu_2600,Mecanica|Fizica|Informatica|Istorie,Creativ,"{""Limba Romana"": 9.1, ""Economie"": 8.2, ""Biologie"": 9.1, ""Chimie"": 8.2, ""Istorie"": 9.4, ""Desen"": 8.6, ""Fizica"": 8.0, ""Geografie"": 7.8, ""Matematica"": 7.2, ""Informatica"": 6.7}"
2601,Cristian Petrescu_2601,Materiale|Finante|Antreprenoriat,Stiintific,"{""Desen"": 7.1, ""Istorie"": 8.2, ""Economie"": 6.9, ""Biologie"": 9.1, ""Informatica"": 7.6, ""Fizica"": 9.9}"
2602,Andrei Ionescu_2602,Design|Arhitectura|Arheologie,Tehnic,"{""Desen"": 7.0, ""Biologie"": 9.1, ""Economie"": 9.7, ""Fizica"": 7.3, ""Informatica"": 6.1, ""Chimie"": 7.7, ""Istorie"": 6.2}"
2603,Ioana Popescu_2603,AI|Geografie|Antreprenoriat|Biologie,Medical,"{""Desen"": 6.7, ""Economie"": 8.1, ""Biologie"": 6.9, ""Istorie"": 8.1, ""Informatica"": 9.5, ""Limba Romana"": 9.5}"
2604,Adriana Olaru_2604,Mecanica|Robotica,Social|Tehnic,"{""Desen"": 6.1, ""Biologie"": 7.5, ""Istorie"": 9.7, ""Matematica"": 6.5, ""Limba Romana"": 6.4, ""Informatica"": 7.3, ""Fizica"": 6.5, ""Economie"": 6.9}"
2605,Gabriel Radu_2605,Materiale|Arheologie,Stiintific,"{""Matematica"": 7.9, ""Informatica"": 9.5, ""Biologie"": 9.4, ""Istorie"": 8.5, ""Fizica"": 9.4, ""Geografie"": 8.6, ""Limba Romana"": 8.5}"
2606,Adriana Dumitrescu_2606,Cibernetica|Mecanica|Arheologie,Social|Creativ,"{""Limba Romana"": 7.1, ""Istorie"": 8.0, ""Chimie"": 8.5, ""Geografie"": 8.0, ""Informatica"": 9.0}"
2607,Laura Stoica_2607,Robotica|RI|Biologie|Antreprenoriat,Stiintific,"{""Matematica"": 9.1, ""Geografie"": 9.8, ""Chimie"": 8.8, ""Fizica"": 7.5, ""Desen"": 8.8, ""Biologie"": 7.8, ""Limba Romana"": 9.7, ""Economie"": 8.3, ""Istorie"": 9.3, ""Informatica"": 8.2}"
2608,Ana Olaru_2608,Arheologie|Geografie,Tehnic,"{""Desen"": 9.8, ""Istorie"": 9.5, ""Geografie"": 7.4, ""Chimie"": 6.1, ""Limba Romana"": 9.1, ""Economie"": 8.2, ""Matematica"": 9.3, ""Informatica"": 6.2, ""Fizica"": 9.9}"
2609,Ana Georgescu_2609,Arheologie|AI|Arhitectura|Economie,Tehnic,"{""Chimie"": 9.4, ""Biologie"": 7.9, ""Fizica"": 9.8, ""Desen"": 8.5, ""Geografie"": 8.3, ""Matematica"": 9.6, ""Istorie"": 7.5, ""Informatica"": 7.8}"
2610,Ion Ionescu_2610,Chimie|Cibernetica|Management|RI,Umanist|Stiintific,"{""Matematica"": 7.8, ""Informatica"": 7.9, ""Fizica"": 7.7, ""Biologie"": 7.9, ""Economie"": 6.7, ""Geografie"": 7.0, ""Istorie"": 7.9, ""Desen"": 8.7, ""Limba Romana"": 8.0}"
2611,Andrei Popescu_2611,Fizica|Drept|Electronica,Medical|Creativ,"{""Chimie"": 8.5, ""Biologie"": 8.3, ""Economie"": 8.5, ""Matematica"": 7.0, ""Fizica"": 7.4, ""Informatica"": 7.2, ""Istorie"": 9.7, ""Desen"": 9.6, ""Limba Romana"": 9.1, ""Geografie"": 6.3}"
2612,Daniel Olaru_2612,Geografie|Mecanica,Financiar|Stiintific,"{""Biologie"": 8.0, ""Chimie"": 10.0, ""Fizica"": 9.4, ""Economie"": 9.5, ""Limba Romana"": 7.3, ""Informatica"": 6.2, ""Geografie"": 7.2, ""Desen"": 9.6, ""Matematica"": 7.2, ""Istorie"": 7.8}"
2613,Ana Georgescu_2613,Cibernetica|Marketing|Economie,Social|Financiar,"{""Matematica"": 6.8, ""Chimie"": 9.4, ""Biologie"": 6.7, ""Desen"": 7.0, ""Limba Romana"": 7.2}"
2614,Laura Marin_2614,Matematica|Programare,Tehnic,"{""Informatica"": 8.6, ""Limba Romana"": 7.3, ""Istorie"": 9.2, ""Geografie"": 8.5, ""Chimie"": 7.1, ""Economie"": 6.7, ""Desen"": 6.4}"
2615,Ioana Dumitrescu_2615,Informatica|Medicina|Finante,Medical,"{""Matematica"": 8.1, ""Informatica"": 7.5, ""Fizica"": 6.0, ""Geografie"": 9.5, ""Economie"": 8.5, ""Istorie"": 7.5, ""Biologie"": 8.5, ""Chimie"": 8.1, ""Desen"": 8.8, ""Limba Romana"": 6.7}"
2616,Adriana Radu_2616,Istorie|Programare|Mecanica|Fizica,Stiintific,"{""Istorie"": 8.7, ""Geografie"": 7.2, ""Biologie"": 7.0, ""Desen"": 6.0, ""Chimie"": 8.6}"
2617,Elena Petrescu_2617,Programare|Economie|Arhitectura,Financiar,"{""Economie"": 9.6, ""Fizica"": 8.6, ""Desen"": 6.5, ""Informatica"": 6.2, ""Istorie"": 6.6, ""Matematica"": 6.9, ""Geografie"": 7.3, ""Biologie"": 6.5, ""Limba Romana"": 9.9, ""Chimie"": 6.3}"
2618,Ioana Olaru_2618,Fizica|Finante|Informatica|Mecanica,Medical|Creativ,"{""Geografie"": 6.2, ""Fizica"": 6.8, ""Limba Romana"": 6.2, ""Matematica"": 10.0, ""Istorie"": 6.5, ""Informatica"": 10.0, ""Desen"": 8.9, ""Biologie"": 7.3}"
2619,Stefan Olaru_2619,Marketing|Finante|RI|Matematica,Stiintific|Financiar,"{""Biologie"": 9.5, ""Informatica"": 9.9, ""Istorie"": 7.6, ""Chimie"": 9.3, ""Fizica"": 8.9, ""Geografie"": 6.5, ""Limba Romana"": 9.3, ""Desen"": 6.4, ""Matematica"": 8.9, ""Economie"": 9.4}"
2620,Daniel Marin_2620,Geografie|Genetica|Matematica|Sociologie,Tehnic,"{""Chimie"": 9.7, ""Matematica"": 7.0, ""Desen"": 7.2, ""Limba Romana"": 7.1, ""Informatica"": 9.9}"
2621,Maria Georgescu_2621,Biologie|Finante,Stiintific,"{""Economie"": 7.9, ""Istorie"": 7.3, ""Chimie"": 6.8, ""Geografie"": 7.1, ""Fizica"": 8.9}"
2622,Ana Marin_2622,AI|Genetica|Chimie,Stiintific,"{""Informatica"": 7.9, ""Chimie"": 9.7, ""Matematica"": 8.5, ""Biologie"": 9.7, ""Limba Romana"": 6.5, ""Fizica"": 6.1, ""Istorie"": 6.3, ""Geografie"": 9.6, ""Desen"": 8.5}"
2623,Maria Marin_2623,RI|AI,Tehnic,"{""Limba Romana"": 7.0, ""Informatica"": 7.1, ""Economie"": 9.2, ""Fizica"": 9.7, ""Desen"": 7.1, ""Matematica"": 9.3, ""Biologie"": 6.5, ""Chimie"": 6.7}"
2624,Alexandru Ionescu_2624,Marketing|Robotica|Inovatie|Matematica,Stiintific,"{""Biologie"": 6.5, ""Desen"": 7.5, ""Matematica"": 9.3, ""Informatica"": 6.3, ""Geografie"": 9.0, ""Istorie"": 7.6}"
2625,Daniel Olaru_2625,Psihologie|Finante|Economie,Medical|Tehnic,"{""Biologie"": 9.9, ""Istorie"": 9.6, ""Limba Romana"": 7.1, ""Fizica"": 6.1, ""Geografie"": 9.6, ""Chimie"": 7.7, ""Informatica"": 9.9, ""Desen"": 7.3}"
2626,Elena Marin_2626,Management|Istorie|Matematica,Financiar,"{""Geografie"": 8.8, ""Chimie"": 6.9, ""Fizica"": 8.3, ""Matematica"": 8.3, ""Desen"": 9.4}"
2627,Adriana Marin_2627,Fizica|Sociologie|Mecanica|Informatica,Medical|Social,"{""Economie"": 6.1, ""Desen"": 6.9, ""Matematica"": 7.4, ""Fizica"": 7.7, ""Geografie"": 8.7, ""Chimie"": 6.0}"
2628,Maria Stoica_2628,Cibernetica|Medicina|Arhitectura|Drept,Social,"{""Matematica"": 6.7, ""Limba Romana"": 8.8, ""Desen"": 8.1, ""Fizica"": 6.9, ""Istorie"": 8.0, ""Biologie"": 8.1, ""Geografie"": 7.3, ""Economie"": 8.2, ""Informatica"": 7.1}"
2629,Adriana Dumitrescu_2629,Drept|Geografie,Financiar|Creativ,"{""Matematica"": 8.1, ""Chimie"": 7.6, ""Informatica"": 6.1, ""Limba Romana"": 9.2, ""Geografie"": 8.6, ""Istorie"": 8.9, ""Fizica"": 8.6, ""Economie"": 9.8, ""Biologie"": 7.2}"
2630,Gabriel Vasilescu_2630,Medicina|Chimie|Finante,Medical|Financiar,"{""Istorie"": 9.6, ""Informatica"": 6.7, ""Geografie"": 9.7, ""Economie"": 9.9, ""Fizica"": 8.0, ""Desen"": 6.1, ""Chimie"": 7.5, ""Limba Romana"": 9.7}"
2631,Mihai Marin_2631,Arheologie|Arhitectura,Medical|Social,"{""Geografie"": 8.2, ""Limba Romana"": 7.9, ""Economie"": 6.6, ""Biologie"": 7.5, ""Desen"": 8.7, ""Matematica"": 8.2, ""Istorie"": 6.9, ""Chimie"": 9.2}"
2632,Maria Radu_2632,Biologie|Design|Antreprenoriat,Umanist,"{""Economie"": 9.5, ""Istorie"": 8.7, ""Matematica"": 6.4, ""Geografie"": 7.4, ""Fizica"": 6.4, ""Informatica"": 8.8, ""Desen"": 7.3}"
2633,Stefan Stanescu_2633,Cercetare|Sociologie|Statistica|Arhitectura,Tehnic,"{""Informatica"": 9.6, ""Geografie"": 8.4, ""Economie"": 6.7, ""Fizica"": 7.0, ""Chimie"": 8.6, ""Desen"": 7.7, ""Istorie"": 6.3, ""Matematica"": 7.7}"
2634,Daniel Nicolae_2634,Cercetare|Statistica|Design,Umanist|Social,"{""Economie"": 9.6, ""Istorie"": 7.8, ""Biologie"": 7.2, ""Fizica"": 6.9, ""Matematica"": 9.4}"
2635,Laura Marin_2635,Geografie|Chimie,Financiar,"{""Chimie"": 7.0, ""Fizica"": 8.5, ""Biologie"": 7.5, ""Istorie"": 7.0, ""Economie"": 8.6, ""Informatica"": 6.8, ""Geografie"": 6.1, ""Desen"": 8.0, ""Matematica"": 9.7}"
2636,Alexandru Stanescu_2636,Marketing|RI|Cercetare,Medical|Financiar,"{""Biologie"": 9.7, ""Limba Romana"": 6.1, ""Desen"": 6.5, ""Fizica"": 8.8, ""Istorie"": 8.2, ""Economie"": 9.1}"
2637,Andrei Marin_2637,Matematica|Cibernetica|Sociologie|Informatica,Medical|Umanist,"{""Matematica"": 7.1, ""Limba Romana"": 8.1, ""Biologie"": 7.8, ""Desen"": 9.7, ""Economie"": 7.5, ""Informatica"": 6.1, ""Fizica"": 7.2, ""Geografie"": 9.1, ""Chimie"": 6.7}"
2638,Ana Vasilescu_2638,Finante|Robotica|Arhitectura|Cibernetica,Stiintific,"{""Matematica"": 6.8, ""Istorie"": 8.1, ""Chimie"": 9.1, ""Desen"": 9.9, ""Limba Romana"": 9.1, ""Informatica"": 7.1, ""Economie"": 9.0, ""Fizica"": 9.6, ""Biologie"": 7.9, ""Geografie"": 6.3}"
2639,Ioana Petrescu_2639,Arheologie|Management|Chimie|Robotica,Stiintific|Umanist,"{""Limba Romana"": 9.3, ""Matematica"": 6.1, ""Economie"": 8.0, ""Geografie"": 6.3, ""Biologie"": 9.7, ""Informatica"": 7.2, ""Chimie"": 7.3}"
2640,Mihai Stoica_2640,Statistica|Istorie|AI|Antreprenoriat,Social|Tehnic,"{""Limba Romana"": 8.6, ""Economie"": 8.7, ""Chimie"": 7.7, ""Matematica"": 6.5, ""Geografie"": 7.0, ""Desen"": 9.6, ""Biologie"": 8.7, ""Informatica"": 8.7}"
2641,Ion Petrescu_2641,Design|Management|Psihologie|Fizica,Financiar,"{""Geografie"": 8.2, ""Istorie"": 6.7, ""Limba Romana"": 8.0, ""Biologie"": 9.7, ""Economie"": 8.3}"
2642,Andrei Ionescu_2642,Fizica|Chimie,Social|Stiintific,"{""Geografie"": 6.8, ""Limba Romana"": 9.9, ""Biologie"": 7.8, ""Istorie"": 6.2, ""Fizica"": 8.1, ""Chimie"": 6.7, ""Matematica"": 8.6, ""Economie"": 9.7, ""Desen"": 6.3, ""Informatica"": 7.9}"
2643,Ana Stoica_2643,RI|Sociologie|Cibernetica|Finante,Financiar|Medical,"{""Matematica"": 9.2, ""Limba Romana"": 8.4, ""Istorie"": 7.5, ""Informatica"": 9.1, ""Desen"": 6.8, ""Fizica"": 7.5, ""Chimie"": 8.0}"
2644,Ana Dumitrescu_2644,Cibernetica|Finante|Inovatie|Robotica,Social,"{""Desen"": 6.6, ""Biologie"": 7.1, ""Fizica"": 8.9, ""Informatica"": 6.9, ""Geografie"": 9.6, ""Istorie"": 7.4, ""Economie"": 8.7, ""Chimie"": 7.5}"
2645,Adriana Stoica_2645,Materiale|Fizica|Matematica,Social|Financiar,"{""Biologie"": 9.0, ""Informatica"": 9.6, ""Matematica"": 9.0, ""Desen"": 6.6, ""Geografie"": 7.5, ""Fizica"": 8.1, ""Istorie"": 7.9, ""Limba Romana"": 7.0, ""Chimie"": 6.1, ""Economie"": 6.5}"
2646,Mihai Popescu_2646,Management|Cercetare|Arheologie|Informatica,Creativ,"{""Geografie"": 8.3, ""Economie"": 7.8, ""Informatica"": 8.0, ""Istorie"": 6.9, ""Limba Romana"": 6.6, ""Matematica"": 10.0, ""Biologie"": 7.1, ""Fizica"": 9.9}"
2647,Maria Vasilescu_2647,Fizica|Inovatie|Materiale|Biologie,Medical|Tehnic,"{""Istorie"": 8.7, ""Biologie"": 8.5, ""Matematica"": 9.9, ""Economie"": 6.3, ""Geografie"": 8.6, ""Fizica"": 8.9}"
2648,Alexandru Ionescu_2648,Design|Istorie|Programare,Creativ,"{""Istorie"": 7.6, ""Desen"": 8.1, ""Matematica"": 7.6, ""Chimie"": 7.0, ""Fizica"": 6.9, ""Limba Romana"": 6.9, ""Informatica"": 7.8}"
2649,Alexandru Georgescu_2649,Programare|Genetica,Tehnic|Umanist,"{""Economie"": 9.7, ""Informatica"": 8.7, ""Desen"": 8.4, ""Istorie"": 9.5, ""Chimie"": 7.9}"
2650,Mihai Ionescu_2650,Drept|Mecanica,Medical,"{""Fizica"": 6.2, ""Matematica"": 7.1, ""Chimie"": 8.5, ""Economie"": 9.1, ""Biologie"": 9.3, ""Geografie"": 9.8, ""Informatica"": 6.5, ""Desen"": 8.5, ""Limba Romana"": 9.9}"
2651,Mihai Radu_2651,Fizica|Finante|Design|Electronica,Tehnic|Medical,"{""Economie"": 6.2, ""Desen"": 9.1, ""Istorie"": 8.4, ""Biologie"": 8.1, ""Geografie"": 9.1, ""Matematica"": 6.7, ""Chimie"": 8.8, ""Informatica"": 7.8, ""Fizica"": 9.1}"
2652,Stefan Nicolae_2652,Mecanica|Antreprenoriat,Creativ|Umanist,"{""Fizica"": 8.2, ""Informatica"": 8.2, ""Economie"": 8.2, ""Biologie"": 9.8, ""Chimie"": 10.0, ""Limba Romana"": 6.2, ""Matematica"": 6.2, ""Desen"": 9.9, ""Istorie"": 7.1}"
2653,Ion Georgescu_2653,RI|Mecanica|Chimie|Informatica,Financiar,"{""Limba Romana"": 7.0, ""Economie"": 9.3, ""Geografie"": 6.2, ""Matematica"": 9.6, ""Fizica"": 9.3, ""Informatica"": 8.6, ""Desen"": 6.2}"
2654,Cristian Marin_2654,Cercetare|Design|Materiale|Inovatie,Creativ|Stiintific,"{""Biologie"": 9.7, ""Fizica"": 6.3, ""Istorie"": 9.8, ""Limba Romana"": 8.7, ""Desen"": 9.8, ""Chimie"": 7.5, ""Geografie"": 7.7, ""Matematica"": 7.9, ""Economie"": 9.9, ""Informatica"": 6.6}"
2655,Daniel Vasilescu_2655,Materiale|Design|Psihologie,Creativ|Tehnic,"{""Geografie"": 8.3, ""Matematica"": 7.5, ""Biologie"": 8.3, ""Istorie"": 6.7, ""Limba Romana"": 7.8}"
2656,Elena Marin_2656,Arhitectura|Programare|Biologie,Tehnic,"{""Desen"": 7.4, ""Istorie"": 7.7, ""Informatica"": 8.3, ""Geografie"": 8.2, ""Biologie"": 6.3, ""Chimie"": 8.3, ""Limba Romana"": 7.3, ""Fizica"": 6.4}"
2657,Andrei Marin_2657,Marketing|Antreprenoriat,Financiar,"{""Matematica"": 9.6, ""Informatica"": 6.0, ""Istorie"": 7.3, ""Fizica"": 9.2, ""Geografie"": 10.0, ""Chimie"": 6.5, ""Biologie"": 6.2, ""Economie"": 8.2, ""Limba Romana"": 8.8}"
2658,Andrei Popescu_2658,Finante|Chimie|Informatica,Financiar|Umanist,"{""Informatica"": 6.3, ""Matematica"": 8.2, ""Biologie"": 7.6, ""Istorie"": 9.1, ""Limba Romana"": 9.5, ""Fizica"": 8.3, ""Economie"": 7.2, ""Chimie"": 7.0}"
2659,Ion Georgescu_2659,RI|Fizica|AI|Geografie,Financiar|Social,"{""Economie"": 8.5, ""Fizica"": 6.9, ""Geografie"": 8.0, ""Istorie"": 7.1, ""Biologie"": 8.7, ""Chimie"": 8.3, ""Informatica"": 9.7, ""Desen"": 9.9, ""Matematica"": 7.6}"
2660,Ana Petrescu_2660,Electronica|Management,Umanist|Tehnic,"{""Istorie"": 8.5, ""Limba Romana"": 9.0, ""Matematica"": 6.9, ""Informatica"": 8.5, ""Economie"": 7.6, ""Desen"": 7.4}"
2661,Maria Popescu_2661,Arheologie|Drept|Robotica|Antreprenoriat,Financiar,"{""Limba Romana"": 7.7, ""Informatica"": 9.0, ""Chimie"": 10.0, ""Economie"": 8.2, ""Fizica"": 7.0, ""Biologie"": 6.5, ""Geografie"": 7.5}"
2662,Andrei Vasilescu_2662,Informatica|Finante,Stiintific,"{""Istorie"": 7.2, ""Biologie"": 9.3, ""Matematica"": 8.1, ""Fizica"": 7.3, ""Chimie"": 8.3, ""Economie"": 7.7, ""Geografie"": 7.3, ""Limba Romana"": 6.2, ""Desen"": 9.7}"
2663,Mihai Stanescu_2663,Genetica|Arhitectura,Umanist|Financiar,"{""Matematica"": 9.8, ""Economie"": 8.3, ""Informatica"": 9.3, ""Fizica"": 7.4, ""Geografie"": 10.0}"
2664,Andrei Georgescu_2664,Fizica|Marketing,Tehnic,"{""Geografie"": 7.7, ""Matematica"": 8.9, ""Biologie"": 7.7, ""Limba Romana"": 6.7, ""Informatica"": 6.9, ""Desen"": 8.5, ""Economie"": 6.5, ""Fizica"": 9.6}"
2665,Elena Vasilescu_2665,Matematica|Robotica|Biologie|Chimie,Creativ|Medical,"{""Biologie"": 9.2, ""Matematica"": 9.2, ""Istorie"": 8.2, ""Fizica"": 7.3, ""Economie"": 9.9, ""Chimie"": 7.1, ""Limba Romana"": 9.7, ""Desen"": 7.0}"
2666,Ioana Stanescu_2666,Matematica|Genetica|Mecanica,Social,"{""Informatica"": 6.1, ""Geografie"": 7.9, ""Economie"": 7.8, ""Matematica"": 9.8, ""Biologie"": 7.0, ""Limba Romana"": 6.3, ""Desen"": 9.9, ""Istorie"": 8.6, ""Fizica"": 8.0}"
2667,Maria Marin_2667,Programare|Matematica|Drept,Creativ,"{""Biologie"": 6.7, ""Geografie"": 10.0, ""Economie"": 8.7, ""Fizica"": 8.5, ""Istorie"": 8.8, ""Limba Romana"": 9.8}"
2668,Adriana Stanescu_2668,Medicina|Biologie|Geografie,Creativ|Social,"{""Chimie"": 8.4, ""Matematica"": 8.3, ""Limba Romana"": 8.2, ""Fizica"": 7.7, ""Informatica"": 7.0, ""Biologie"": 9.8, ""Desen"": 9.2}"
2669,Adriana Radu_2669,Antreprenoriat|Chimie|Programare,Stiintific|Medical,"{""Biologie"": 8.2, ""Chimie"": 9.5, ""Istorie"": 7.9, ""Geografie"": 9.8, ""Matematica"": 6.7}"
2670,Laura Marin_2670,Medicina|Informatica|RI,Tehnic|Creativ,"{""Limba Romana"": 6.7, ""Informatica"": 9.9, ""Economie"": 9.5, ""Biologie"": 6.1, ""Geografie"": 8.8, ""Desen"": 7.6, ""Istorie"": 6.9}"
2671,Cristian Georgescu_2671,Istorie|Geografie|Chimie,Financiar|Stiintific,"{""Economie"": 8.8, ""Chimie"": 6.3, ""Fizica"": 8.0, ""Matematica"": 9.7, ""Limba Romana"": 7.1, ""Desen"": 6.1, ""Istorie"": 7.8, ""Geografie"": 7.4, ""Informatica"": 7.3, ""Biologie"": 8.4}"
2672,Laura Radu_2672,Psihologie|Genetica|Cercetare,Stiintific,"{""Istorie"": 7.5, ""Limba Romana"": 9.1, ""Fizica"": 7.6, ""Informatica"": 8.9, ""Desen"": 9.8}"
2673,Elena Dumitrescu_2673,Drept|RI|Arhitectura,Tehnic,"{""Limba Romana"": 8.8, ""Economie"": 6.3, ""Biologie"": 9.0, ""Desen"": 7.9, ""Geografie"": 6.6, ""Istorie"": 6.4, ""Matematica"": 6.2, ""Fizica"": 7.4}"
